issue,red1,red2,red3,red4,red5,blue1,blue2,pool_money,first_prize_count,first_prize_money,second_prize_count,second_prize_money,sales_money,date
14076,5,10,19,31,32,9,10,760644298,1,10000000,81,92632,178230857,2014-07-02
14077,9,16,26,31,32,1,5,765404764,3,9819134,55,167784,192620156,2014-07-05
14078,10,15,16,22,28,4,5,778417883,3,10000000,73,119758,173079920,2014-07-07
14079,9,10,20,31,32,6,10,783615300,3,10000000,64,134339,173530979,2014-07-09
14080,17,20,23,25,27,3,10,792428610,3,10000000,49,204471,193958265,2014-07-12
14081,3,5,8,10,25,9,12,830154471,0,0,43,166437,175722160,2014-07-14
14082,1,8,18,23,25,8,12,872216864,0,0,43,191919,181943644,2014-07-16
14083,18,20,24,33,35,5,10,892251472,2,10000000,83,101782,203993360,2014-07-19
14084,2,7,9,11,28,5,9,875765643,7,7224209,126,53920,181205445,2014-07-21
14085,6,12,13,25,29,11,12,879455090,3,9894855,108,68110,178919759,2014-07-23
14086,6,8,27,29,35,3,9,886731623,4,10000000,57,173491,201555668,2014-07-26
14087,4,7,31,33,35,9,10,916892029,1,10000000,55,134240,174787404,2014-07-28
14088,7,13,20,25,26,8,11,929910085,2,10000000,108,80866,183837153,2014-07-30
14089,2,8,12,29,30,7,12,897430770,9,6270293,119,48131,206285308,2014-08-02
14090,2,3,20,23,28,6,8,439724222,60,5182460,69,117087,176916628,2014-08-04
14091,10,16,18,29,32,2,7,466511258,1,10000000,42,188651,171622227,2014-08-06
14092,2,18,27,30,32,5,11,498422452,1,10000000,36,246536,185657187,2014-08-09
14093,3,8,30,32,34,9,11,538115272,0,0,63,128041,166087704,2014-08-11
14094,13,14,24,25,34,4,7,510765155,8,6429806,136,34644,168617295,2014-08-13
14095,6,22,30,31,34,5,6,508319326,4,8448139,44,154164,186569328,2014-08-16
14096,3,7,21,23,31,5,10,476575124,8,6383482,99,62566,167970220,2014-08-18
14097,3,15,20,21,23,7,9,508112843,1,10000000,33,267985,169611153,2014-08-20
14098,16,18,22,25,35,3,10,529856031,2,10000000,45,211357,184527907,2014-08-23
14099,15,21,22,23,33,1,7,541306441,3,10000000,52,171518,163978997,2014-08-25
14100,2,4,8,12,35,1,7,559791030,2,10000000,40,223353,162499795,2014-08-27
14101,9,10,12,17,28,3,11,595465040,0,0,88,77272,174450095,2014-08-30
14102,1,7,14,19,20,3,12,596966907,3,9256358,69,100215,160748402,2014-09-01
14103,14,20,23,25,26,10,12,626567022,1,10000000,44,199664,159163558,2014-09-03
14104,7,13,14,28,32,4,11,621617813,5,8234166,63,130673,176198779,2014-09-06
14105,4,10,26,29,32,4,8,634577614,2,10000000,54,126768,150824984,2014-09-08
14106,5,9,11,20,22,5,11,657364184,1,10000000,67,100367,162710870,2014-09-10
14107,5,13,14,21,34,8,10,691019481,1,10000000,53,156845,181325383,2014-09-13
14108,1,2,13,23,35,9,12,709422417,1,10000000,65,113416,159408053,2014-09-15
14109,15,18,20,21,23,1,2,707079547,5,8560406,39,218698,160457788,2014-09-17
14110,9,18,19,22,24,8,11,729018439,1,10000000,57,130823,176071215,2014-09-20
14111,11,16,18,20,29,3,4,766059220,0,0,32,253993,159305669,2014-09-22
14112,3,5,14,18,32,2,10,778946120,2,10000000,37,229873,161645347,2014-09-24
14113,2,13,17,19,23,1,6,770352154,5,7722784,57,128346,177747229,2014-09-27
14114,3,16,24,30,33,5,8,759165112,4,7238221,77,74863,162818645,2014-09-29
14115,1,5,26,29,30,2,10,770028734,2,10000000,47,159698,149573879,2014-10-01
14116,6,13,15,24,27,4,5,797914592,1,10000000,63,120272,165743086,2014-10-04
14117,3,14,17,18,33,6,9,806936584,2,10000000,45,133434,158204520,2014-10-06
14118,2,3,23,24,26,5,11,848491203,0,0,33,244438,177771292,2014-10-08
14119,4,8,9,13,18,8,12,876616071,1,10000000,91,93176,199847525,2014-10-11
14120,1,4,6,18,33,5,11,901617720,2,10000000,27,339635,177861722,2014-10-13
14121,13,16,18,22,32,8,10,903584105,3,9296431,64,137085,189841132,2014-10-15
14122,3,10,25,26,35,1,7,922321109,2,10000000,83,115949,210987138,2014-10-18
14123,1,9,12,22,25,2,9,926243050,3,9784550,34,249870,185788357,2014-10-20
14124,1,3,28,29,35,8,12,926501357,4,8967600,27,360690,188069407,2014-10-22
14125,12,15,19,23,31,4,10,941910615,2,10000000,114,77763,209429406,2014-10-25
14126,2,9,22,30,34,9,10,973284763,1,10000000,37,221647,188290135,2014-10-27
14127,2,4,6,15,19,2,11,980248197,3,10000000,28,394336,191283997,2014-10-29
14128,2,4,16,22,34,8,11,1012105455,2,10000000,52,221454,213457949,2014-11-01
14129,7,22,28,30,32,5,6,1043803747,1,10000000,44,195460,203647528,2014-11-03
14130,2,18,31,32,33,5,7,1047946346,3,9832710,65,116010,204087496,2014-11-05
14131,3,16,19,23,27,3,7,1070373608,2,10000000,222,36617,229525923,2014-11-08
14132,1,3,4,19,32,1,7,1103993932,2,10000000,26,434759,207042551,2014-11-10
14133,2,8,12,14,18,4,12,1125548895,2,10000000,250,44271,210539527,2014-11-12
14134,2,5,7,11,32,9,12,1157903994,2,10000000,43,244459,231332680,2014-11-15
14135,20,26,28,30,35,9,12,1191956659,2,10000000,38,316405,207091316,2014-11-17
14136,4,18,20,34,35,7,11,1154305279,9,6580696,77,116563,210035293,2014-11-19
14137,2,11,16,22,34,2,5,1178643374,2,10000000,53,175018,228889406,2014-11-22
14138,1,7,29,32,34,9,12,1185612824,4,10000000,25,418179,204150642,2014-11-24
14139,3,5,7,15,34,1,10,1200995750,3,10000000,33,326240,206237565,2014-11-26
14140,1,19,20,25,34,7,12,1251566141,1,10000000,43,307985,228862423,2014-11-29
14141,4,17,20,26,29,5,8,1244535901,5,7942185,61,137838,201721661,2014-12-01
14142,18,21,25,28,30,4,6,1213685929,10,6504645,107,68621,200197897,2014-12-03
14143,1,11,14,18,25,6,10,1241070437,3,10000000,66,183630,223887126,2014-12-06
14144,1,21,24,25,35,4,11,1290463839,0,0,39,263431,199169295,2014-12-08
14145,15,19,22,24,26,10,11,1321185915,2,10000000,40,271725,200399143,2014-12-10
14146,2,16,23,24,28,10,11,1361277737,2,10000000,197,53974,254595224,2014-12-13
14147,5,9,14,26,34,2,9,1324845582,9,6543131,58,153503,203455020,2014-12-15
14148,3,9,10,11,20,7,9,1326828262,4,9318025,146,57656,199263390,2014-12-17
14149,2,13,19,26,35,1,5,1234346541,23,5849579,85,109364,223525491,2014-12-20
14150,19,21,30,33,35,5,7,1211404301,6,7050858,67,132908,199620079,2014-12-22
14151,3,8,26,31,32,8,12,1192625943,7,6987198,78,98775,200426121,2014-12-24
14152,5,12,18,24,33,1,5,1211422140,3,10000000,126,85285,220548247,2014-12-27
14153,1,8,13,24,32,5,10,1212140454,4,9037107,68,143133,197278961,2014-12-29
14154,5,12,17,23,28,2,9,1135404076,14,5913927,109,81189,206102484,2014-12-31
15001,8,9,19,27,30,6,7,1084864825,11,6208747,153,53300,216525466,2015-01-03
15002,3,14,20,26,32,6,10,1092064321,3,10000000,90,98741,194417743,2015-01-05
15003,12,19,27,28,34,1,12,1058932056,8,6794760,59,156326,192816707,2015-01-07
15004,3,12,14,18,28,5,6,1063303937,3,9644205,40,248150,211045780,2015-01-10
15005,11,14,15,18,19,7,8,1056022676,6,7975072,69,135230,187061405,2015-01-12
15006,6,8,30,32,33,3,7,1061791325,2,10000000,64,122162,187375191,2015-01-14
15007,2,7,8,14,31,4,8,1084804698,2,10000000,98,77735,207134099,2015-01-17
15008,7,10,11,15,17,3,10,838917495,54,5350846,88,85830,187348140,2015-01-19
15009,17,22,26,27,33,6,10,885966276,0,0,55,158591,188166127,2015-01-21
15010,2,6,17,30,35,2,7,922553782,1,10000000,58,166880,208415367,2015-01-24
15011,4,13,22,25,30,1,6,867227273,16,6211643,186,42061,181219178,2015-01-26
15012,3,4,6,11,31,5,9,877629027,2,10000000,41,161425,175210148,2015-01-28
15013,11,15,25,28,35,7,10,922796421,0,0,40,226781,197604688,2015-01-31
15014,8,16,25,29,35,3,10,934144755,3,10000000,50,175328,181227543,2015-02-02
15015,1,5,13,17,32,4,11,901055602,8,5905475,79,46370,181763862,2015-02-04
15016,6,7,16,20,34,9,11,949403008,0,0,164,49292,208262620,2015-02-07
15017,7,13,16,17,29,1,7,980636543,1,10000000,75,116974,178974941,2015-02-09
15018,4,7,10,23,31,3,7,1013044052,1,10000000,113,82211,183587012,2015-02-11
15019,2,8,16,22,24,1,3,1056985003,1,10000000,49,254839,202001607,2015-02-14
15020,11,26,28,29,32,1,4,975106845,21,5865102,49,180170,179938437,2015-02-16
15021,22,23,24,26,31,5,6,1011148456,0,0,43,157272,154390777,2015-02-25
15022,9,11,14,15,26,11,12,1052353522,0,0,33,257531,175842569,2015-02-28
15023,6,9,11,12,22,3,11,1075234387,1,10000000,83,71350,145197189,2015-03-02
15024,2,6,8,16,34,3,4,1110363550,0,0,26,273733,145281488,2015-03-04
15025,7,10,20,22,27,10,11,1127093621,2,10000000,57,125572,165356211,2015-03-07
15026,11,13,14,15,22,2,8,1108175348,6,6864076,37,161249,148668212,2015-03-09
15027,5,21,22,25,28,3,10,1132469279,1,10000000,48,144395,152329023,2015-03-11
15028,3,9,28,32,33,9,10,1125436730,4,7727358,107,55009,168916049,2015-03-14
15029,7,10,19,30,35,3,5,1156201713,0,0,74,84674,156821118,2015-03-16
15030,9,18,19,26,31,2,5,1177191244,1,10000000,76,81195,155910978,2015-03-18
15031,7,21,29,32,33,4,12,1185204347,3,10000000,60,132219,174951434,2015-03-21
15032,6,21,25,27,30,7,11,1196045799,2,10000000,62,100026,154307257,2015-03-23
15033,3,17,22,26,28,3,7,1226652726,0,0,44,145171,157398348,2015-03-25
15034,4,8,15,18,26,5,9,1218836194,5,7831863,73,99655,177041373,2015-03-28
15035,22,24,29,30,35,1,10,1230022010,2,10000000,88,79623,158651414,2015-03-30
15036,14,18,20,23,24,4,8,1251569256,1,10000000,32,209153,154432386,2015-04-01
15037,10,16,21,28,31,7,8,1266667677,2,10000000,74,102228,166837072,2015-04-04
15038,12,19,22,31,35,7,8,1275685338,2,10000000,65,119378,144104641,2015-04-06
15039,3,6,7,16,25,1,6,1310555606,0,0,46,168727,156374573,2015-04-08
15040,2,9,10,23,35,9,12,1338069698,1,10000000,55,146158,174893028,2015-04-11
15041,1,11,21,23,28,1,10,1189775444,21,5397755,149,42414,157324325,2015-04-13
15042,3,7,12,17,24,2,11,1178648370,5,7367374,74,83501,160724766,2015-04-15
15043,2,20,22,25,29,2,7,1201450734,2,10000000,38,221391,179164202,2015-04-18
15044,16,18,27,31,33,1,3,1236933448,0,0,63,126723,160136919,2015-04-20
15045,8,9,22,29,30,8,12,1236261155,3,8781839,197,29586,163552645,2015-04-22
15046,5,7,10,22,26,4,10,1197238200,9,6089599,146,38854,176335782,2015-04-25
15047,1,2,17,23,31,5,12,1209162913,2,10000000,80,90656,161867018,2015-04-27
15048,10,11,22,24,33,2,9,1201607522,4,7786959,42,168906,160313095,2015-04-29
15049,8,9,11,15,22,8,10,1215002201,2,10000000,45,173163,167521507,2015-05-02
15050,6,7,10,20,28,2,7,1214317771,3,8749315,232,19526,161208064,2015-05-04
15051,1,2,11,16,21,1,5,1237114602,2,10000000,88,96353,185896288,2015-05-06
15052,13,19,24,27,29,7,8,1265334320,1,10000000,78,121149,196811203,2015-05-09
15053,8,25,28,29,32,4,7,1268085740,3,9529078,65,121164,172582965,2015-05-11
15054,2,9,15,24,34,3,9,1245292482,7,6893459,100,83843,184055388,2015-05-13
15055,6,11,14,20,30,5,10,1210286220,9,6232010,90,64180,193677838,2015-05-16
15056,6,12,19,26,35,3,10,1203143440,5,8023380,45,198149,175035185,2015-05-18
15057,1,5,7,14,26,4,6,1239297755,0,0,39,180771,178811732,2015-05-20
15058,10,14,20,27,30,7,12,1272415378,1,10000000,33,261318,191940346,2015-05-23
15059,7,9,19,23,32,1,3,1297185227,1,10000000,69,101924,171661517,2015-05-25
15060,16,24,25,26,33,4,11,1281829945,7,7205019,64,114390,177925335,2015-05-27
15061,6,7,8,16,22,2,10,1275356607,5,8020321,66,118278,188282124,2015-05-30
15062,6,7,13,14,15,1,4,1309316213,1,10000000,62,156532,167993435,2015-06-01
15063,1,4,6,34,35,2,4,1355424220,0,0,40,260988,173199270,2015-06-03
15064,2,8,20,28,31,7,10,1358857647,3,9677929,64,129013,186654146,2015-06-06
15065,4,5,7,13,35,8,11,1371749617,2,10000000,48,160379,168372417,2015-06-08
15066,1,3,7,13,29,2,10,1407746553,1,10000000,35,277368,174501895,2015-06-10
15067,4,10,18,24,27,4,11,1393017834,7,7405864,87,100741,188803797,2015-06-13
15068,2,3,20,31,35,4,8,1402288984,3,10000000,27,348239,169586611,2015-06-15
15069,2,9,11,22,25,1,7,1381432966,7,6772403,120,50393,169115808,2015-06-17
15070,3,9,12,17,18,4,12,1414660916,1,10000000,56,162612,182602893,2015-06-20
15071,4,6,13,16,34,4,10,1431495361,2,10000000,58,125216,163767077,2015-06-22
15072,19,20,21,31,33,9,10,1329421453,18,5501180,255,21892,171587332,2015-06-24
15073,9,26,27,30,34,1,6,1328502863,4,8771668,43,186288,179205990,2015-06-27
15074,1,12,21,27,33,4,9,1369791223,0,0,26,309662,160608454,2015-06-29
15075,13,14,26,27,33,10,12,1400549959,1,10000000,28,277900,160238358,2015-07-01
15076,3,19,21,31,34,5,12,1407154321,3,10000000,35,249391,177379432,2015-07-04
15077,1,16,17,22,28,2,9,1410707518,3,9859169,68,83173,157870045,2015-07-06
15078,19,24,26,28,33,1,2,1439120707,1,10000000,31,288085,161483265,2015-07-08
15079,1,9,17,23,24,4,5,1449582407,2,10000000,43,185287,171422165,2015-07-11
15080,14,20,29,30,32,3,8,1350821094,19,5197889,107,18135,153920898,2015-07-13
15081,3,4,10,13,17,5,9,1354908004,3,9998951,28,258864,156405464,2015-07-15
15082,8,15,28,31,33,3,6,1386721781,0,0,73,95920,171399172,2015-07-18
15083,14,16,19,25,29,10,12,1413999921,1,10000000,28,283125,155306617,2015-07-20
15084,10,20,21,32,34,6,7,1426556903,2,10000000,56,112914,156104489,2015-07-22
15085,2,3,4,6,16,3,12,1461889590,1,10000000,43,211670,170011903,2015-07-25
15086,5,9,11,15,32,4,9,1464467337,2,9941256,51,90748,150984971,2015-07-27
15087,2,5,15,17,22,1,11,1470621295,2,10000000,29,261627,155740439,2015-07-29
15088,5,15,28,31,34,11,12,1483412687,2,10000000,24,381203,169930972,2015-08-01
15089,5,12,18,20,27,10,12,1518071721,0,0,59,127971,150454358,2015-08-03
15090,6,9,11,17,21,6,8,1512866237,4,8039435,76,84924,155099232,2015-08-05
15091,2,7,28,29,30,3,7,1443881668,12,5702251,91,60709,169440511,2015-08-08
15092,2,14,21,27,34,5,8,1451533975,2,10000000,41,169675,152197701,2015-08-10
15093,16,17,25,26,27,2,4,1451063553,3,8805364,95,53680,156928961,2015-08-12
15094,2,3,10,11,29,3,7,1435245222,5,7249018,57,141399,173594229,2015-08-15
15095,8,14,26,34,35,5,10,1440739717,2,10000000,51,95306,154621807,2015-08-17
15096,3,9,12,18,21,2,6,1435883288,4,8099057,76,82721,160650698,2015-08-19
15097,4,16,17,26,27,1,4,1385860648,11,5995473,295,20461,177707072,2015-08-22
15098,9,14,21,27,33,6,9,1376083288,5,7392129,123,44562,158809204,2015-08-24
15099,9,12,14,22,25,5,10,1401717848,1,10000000,60,118781,163494555,2015-08-26
15100,9,15,18,23,32,5,7,1439790281,0,0,66,119913,178385394,2015-08-29
15101,6,12,17,18,32,7,12,1449994950,2,10000000,60,113139,158243139,2015-08-31
15102,11,14,15,33,34,3,12,1459255310,3,10000000,42,198786,162086829,2015-09-02
15103,7,9,15,25,34,4,10,1455105281,4,8219715,45,144777,171173990,2015-09-05
15104,16,19,25,30,34,4,9,1456310407,4,9165291,33,233023,160775788,2015-09-07
15105,8,9,15,21,27,5,9,1420929062,8,6255530,79,76255,158749270,2015-09-09
15106,2,11,13,22,30,2,3,1430870722,3,10000000,77,109179,177777720,2015-09-12
15107,3,23,25,28,29,6,7,1433360911,2,9681100,72,74257,156081037,2015-09-14
15108,1,13,16,26,31,7,12,1462391575,1,10000000,32,250464,161998296,2015-09-16
15109,1,6,11,22,31,3,12,1495720964,1,10000000,29,292108,175266499,2015-09-19
15110,2,7,10,22,30,7,11,1495014019,3,8796319,78,91163,156934105,2015-09-21
15111,7,8,16,24,28,3,10,1508880896,1,10000000,42,145692,155902332,2015-09-23
15112,4,5,15,19,28,4,11,1466183380,12,6132899,72,83506,173737414,2015-09-26
15113,1,14,21,29,33,2,10,1491364543,1,10000000,55,133177,155983901,2015-09-28
15114,9,18,24,31,34,2,10,1512320825,2,10000000,30,287412,153812339,2015-09-30
15115,8,12,13,14,16,3,9,1524904832,2,10000000,51,132995,156838517,2015-10-03
15116,7,10,19,24,33,3,7,1546620811,1,10000000,107,57318,140096862,2015-10-05
15117,6,17,20,30,33,10,11,1571949674,1,10000000,27,282630,150716634,2015-10-07
15118,3,7,20,24,31,4,9,1598506448,1,10000000,35,234588,179404233,2015-10-10
15119,1,8,12,16,21,6,11,1612482645,2,10000000,73,99442,161118237,2015-10-12
15120,1,9,15,24,32,5,10,1542943366,12,5286036,146,15000,163693770,2015-10-14
15121,2,4,17,27,28,4,6,1574025843,1,10000000,65,124178,183528820,2015-10-17
15122,11,13,15,26,35,6,11,1598150469,1,10000000,36,222914,163688001,2015-10-19
15123,4,15,27,29,30,2,10,1617571033,2,10000000,29,279909,162261394,2015-10-21
15124,4,6,12,31,32,3,6,1644462021,1,10000000,46,183164,178740598,2015-10-24
15125,2,3,15,17,28,8,10,1676808840,0,0,66,103509,161220270,2015-10-26
15126,4,5,8,9,21,3,6,1688575292,2,10000000,39,193674,167281836,2015-10-28
15127,9,11,14,19,30,3,8,1707307787,2,10000000,51,150417,177658247,2015-10-31
15128,10,12,23,30,32,3,4,1745843042,0,0,58,140554,163647991,2015-11-02
15129,1,6,23,25,29,3,9,1787749312,0,0,47,162217,168098239,2015-11-04
15130,17,25,31,32,34,2,12,1829288227,0,0,42,224534,180690724,2015-11-07
15131,11,17,19,20,27,2,3,1859845621,1,10000000,34,258876,165318307,2015-11-09
15132,3,8,14,18,27,1,5,1847218046,4,7217938,73,77107,167451867,2015-11-11
15133,3,7,8,25,30,4,8,1864412215,2,10000000,65,107549,183154237,2015-11-14
15134,1,2,6,15,35,4,7,1888647564,1,10000000,44,166325,166723168,2015-11-16
15135,5,16,20,25,29,6,8,1885887140,3,8326096,55,103016,169937109,2015-11-18
15136,5,20,23,29,32,2,10,1931606870,0,0,29,313506,183355072,2015-11-21
15137,14,17,21,23,26,8,11,1912625918,6,6668934,163,33527,163579669,2015-11-23
15138,1,16,20,29,32,4,7,1943530802,1,10000000,19,458746,165225737,2015-11-25
15139,2,3,5,25,32,5,7,1947298377,3,9633388,55,170653,183764171,2015-11-28
15140,1,11,15,26,35,6,11,1964244295,2,10000000,40,203372,166263824,2015-11-30
15141,2,4,15,19,31,2,3,1982691329,2,10000000,37,214588,169075319,2015-12-02
15142,12,14,22,26,30,3,6,2006518972,1,10000000,35,236599,178123661,2015-12-05
15143,9,20,31,33,35,10,11,2047286906,0,0,38,219379,170425278,2015-12-07
15144,1,9,24,26,29,6,11,2031681187,6,7225565,53,142351,164903129,2015-12-09
15145,6,7,20,29,32,11,12,2075176701,0,0,60,143786,186825762,2015-12-12
15146,4,15,19,27,31,4,11,2058880835,8,7328084,62,137282,168450253,2015-12-14
15147,1,2,13,18,19,8,10,2094531807,0,0,149,39141,167621529,2015-12-16
15148,8,11,27,31,33,8,9,2090620190,3,8288276,36,207954,186856040,2015-12-19
15149,4,6,10,12,28,2,8,2120052540,1,10000000,41,191574,172292839,2015-12-21
15150,4,13,18,25,33,3,7,2118309429,4,8586173,58,120005,175439825,2015-12-23
15151,15,16,18,30,35,1,7,2137475851,2,10000000,45,194264,197782412,2015-12-26
15152,4,5,22,29,35,2,11,2169835751,1,10000000,34,270382,173577818,2015-12-28
15153,1,7,22,27,33,2,11,2174681996,3,9835181,52,183393,177341413,2015-12-30
16001,1,7,19,20,30,5,10,2210663926,0,0,83,90901,191171493,2016-01-02
16002,7,12,18,25,35,7,9,2228413817,2,10000000,91,76006,173986996,2016-01-04
16003,4,12,17,22,26,6,7,2227670567,3,8789527,59,126551,175147656,2016-01-06
16004,10,20,23,32,35,9,10,2264943524,1,10000000,41,221591,191871662,2016-01-09
16005,6,9,12,15,20,8,11,2246550937,6,6921443,123,43518,169105644,2016-01-11
16006,14,16,17,22,24,2,9,2247031342,3,9007208,31,298056,180497252,2016-01-13
16007,2,5,14,32,35,1,3,2298709549,0,0,39,303989,202035521,2016-01-16
16008,5,12,31,34,35,4,5,2298400864,3,8861198,76,84999,178354713,2016-01-18
16009,5,8,10,17,20,2,12,2311006265,2,10000000,55,127973,176511721,2016-01-20
16010,12,13,15,16,28,2,5,2302754070,6,7946166,32,274772,186070936,2016-01-23
16011,2,8,10,15,23,5,10,2299985144,4,8455618,48,152113,165598768,2016-01-25
16012,5,7,11,23,28,3,12,2304563180,3,9927745,68,120953,174347733,2016-01-27
16013,3,21,23,31,35,2,11,2308385677,4,9581482,40,246681,196083786,2016-01-30
16014,6,8,21,24,27,2,10,2336966940,1,10000000,37,218384,167498517,2016-02-01
16015,1,4,10,13,30,3,9,2358276843,1,10000000,50,126080,175834905,2016-02-03
16016,3,10,22,29,32,2,5,2412371190,0,0,110,97760,219513959,2016-02-06
16017,11,18,24,28,29,5,10,2435071508,1,10000000,32,203318,164715457,2016-02-15
16018,5,10,13,27,33,8,11,2406571046,9,6595943,81,75696,168872599,2016-02-17
16019,4,11,15,20,26,8,9,2404067663,4,8500974,111,64495,190202047,2016-02-20
16020,1,16,22,29,30,2,9,2413910892,3,10000000,45,169545,171343959,2016-02-22
16021,1,4,9,10,35,9,11,2423302041,3,10000000,21,432296,172707771,2016-02-24
16022,4,18,21,30,35,2,11,2418520496,5,8322614,53,171287,189772716,2016-02-27
16023,4,9,14,25,27,6,11,2423340376,3,9980529,37,244498,172348704,2016-02-29
16024,1,2,11,15,18,4,8,2434908381,3,10000000,31,293421,175020852,2016-03-02
16025,3,6,13,23,24,7,10,2414488420,7,6817484,107,60565,189993749,2016-03-05
16026,2,6,29,30,34,1,7,2437434650,2,10000000,33,286308,172906063,2016-03-07
16027,6,11,13,15,28,2,6,2463504249,1,10000000,39,200386,165730671,2016-03-09
16028,13,18,20,23,31,3,6,2483217739,2,10000000,37,212750,189419722,2016-03-12
16029,20,26,27,29,32,5,12,2479920749,3,8208990,46,119796,171706268,2016-03-14
16030,10,19,21,29,33,4,6,2465972725,5,7316928,66,117400,177689118,2016-03-16
16031,3,14,24,27,29,4,11,2476910786,3,10000000,65,157334,199452289,2016-03-19
16032,5,9,14,20,33,5,12,2493009722,2,10000000,57,161918,177132305,2016-03-21
16033,3,14,15,31,35,9,10,2511698040,2,10000000,54,147384,176664030,2016-03-23
16034,14,18,31,32,35,9,10,2529363336,3,10000000,38,263586,196686078,2016-03-26
16035,17,22,24,25,29,9,12,2569760622,0,0,33,269315,176183863,2016-03-28
16036,7,15,26,30,31,3,6,2586646951,2,10000000,65,111495,178303412,2016-03-30
16037,3,5,13,24,34,3,5,2591557138,4,9893072,39,250605,190154993,2016-04-02
16038,3,7,9,15,33,5,12,2619796551,1,10000000,28,290425,162789486,2016-04-04
16039,1,8,16,22,28,4,5,2644960121,1,10000000,128,56639,175964032,2016-04-06
16040,20,22,29,30,35,1,6,2670147850,2,10000000,98,98591,195762857,2016-04-09
16041,12,23,24,27,34,3,6,2665901627,4,8286971,57,142554,181468695,2016-04-11
16042,2,6,8,19,24,1,6,2664544915,6,8767057,34,306819,214155413,2016-04-13
16043,1,9,16,33,34,9,12,2702567559,2,10000000,55,200654,228715316,2016-04-16
16044,1,6,10,20,31,5,11,2741738778,1,10000000,38,220169,209144746,2016-04-18
16045,7,11,25,30,33,2,8,2751851987,2,10000000,79,84640,208877948,2016-04-20
16046,3,19,22,32,34,8,12,2802250699,1,10000000,51,210082,234063155,2016-04-23
